Username,Timestamp,Events,Time Spent,Time Helped,TA who helped,Time Helped,Time Waited,Notes
112,20170926,HW3,15,using strings/integers when you type in AM; ,ugli fruit,9/26/17 16:26,16:26:22,Used an or in the while loop conditional instead of an and
265,20170926,Lab4,60,My program won  t run the way it should be running and I do not know what to do next; ,pepper,9/26/17 16:26,16:26:45,Stuck on lab part 2
478,20170926,HW3,90,How to structure while loop for exponents,ugli fruit,9/26/17 16:33,16:33:06,Helped think through how to structure loop
265,20170926,Lab4,15,I don  t know what to do next,pepper,9/26/17 16:47,16:47:45,Confusion on min/max for lab part 3
117,20170926,HW3,30,updating value,ugli fruit,9/26/17 16:56,16:56:20,Helped think through exponent problem
265,20170926,Lab4,15,I don  t know what to do next,pepper,9/26/17 17:04,17:04:25,Stuck on min/max again with nested if statement
112,20170926,HW3,30,i dont know how to total up the sum of while loop,ugli fruit,9/26/17 17:07,17:07:37,Helped totaling sum of while loop; explained how += works
117,20170927,Lab4,90,min/max,fiddlehead,9/27/17 10:25,10:25:25,helped understand lab4
555,20170927,HW3,15,stuck in an infinite loop,watermelon,9/27/17 10:29,10:29:24,student figured out they weren  t stuck
543,20170927,Lab4,15,Want to show the TA I completed the lab,fiddlehead,9/27/17 10:42,10:42:23,checked his lab4
117,20170927,HW3,60,How to replace number with string ,fiddlehead,9/27/17 10:44,10:44:51,Worked on the logic of if statements
555,20170927,HW3,15,Trouble with print statement,watermelon,9/27/17 10:49,10:49:26,helped figure out which variable to print and how
251,20170927,HW3,90,Need checked for ambiguous variable names; accuracy of comments; correctness of final output,quince,9/27/17 11:11,11:11:35,checked all programs for coding standards 
555,20170927,HW3,15,Setting equation for miles ran times amount collected for a charity run,quince,9/27/17 11:27,11:27:59,logic for cont sum 
503,20170927,HW3,60,Structure,grape,9/27/17 13:48,13:48:27,Needed help with double while loops
112,20170927,HW3,30,hw3 part6; how to not start a new line,horseradish,9/27/17 14:09,14:09:13,Her print was actually working; but she needed to do the same thing in another print call;
578,20170927,HW3,60,Homework help,vanilla,9/27/17 14:14,14:14:41,Explaining logic behind nested loops
549,20170927,HW3,30,hw3_part6;py not printing results and infinite loop,horseradish,9/27/17 14:20,14:20:38,Logic for detecting end of print line was wrong;
367,20170927,Lab4,90,Lab #4 Final While Loop (finding min and max),horseradish,9/27/17 14:58,14:58:50,Logic issues on lab 4
112,20170927,HW3,30,part6,vanilla,9/27/17 15:00,15:00:01,Discussing ideas on how to approach part 6
510,20170927,HW3,5,My program is having calculation problems,horseradish,9/27/17 15:08,15:08:37,Faulty if-elif-else logic
578,20170927,Lab4,60,Lab 4,horseradish,9/27/17 15:24,15:24:45,Needed to initialize max and min outside of the loop;
527,20170927,HW3,30,I can  t get the spacing on my program correct,horseradish,9/27/17 15:32,15:32:54,I came up with a fix but I  m not sure it was the right one;
338,20170927,HW3,60,"I don  t know how to use end=""",horseradish,9/27/17 15:41,15:41:35,Looked right;  Passed to Emily
367,20170927,Lab4,90,Lab #4; getting the loop to run again after the first number entered;,horseradish,9/27/17 15:52,15:52:17,student left
325,20170927,HW3,90,Need help setting up my while loop for hw3_part6; Having a hard time getting the program to continue once the first row of numbers is printed;,horseradish,9/27/17 15:54,15:54:02,Loop logic issues;
224,20170927,Lab4,5,Submitting Completed Lab4,yam,9/27/17 16:00,16:00:28,Showed his finished lab
340,20170927,HW3,15,I dont understand how to go about making a counting box;,olive,9/27/17 16:27,16:27:32,"help with starting counting box and end= """""
117,20170927,HW3,60,Ordering ,yam,9/27/17 16:38,16:38:40,mathematical logic for exponents
340,20170927,HW3,15,Simplifying my program,olive,9/27/17 16:51,16:51:01,help with simplifying cases
535,20170927,HW3,30,My code is printing out the wrong total in Part 4 of the homework,radish,9/27/17 16:57,16:57:35,While loop logic
257,20170927,HW3,90,I want to check that my coding standards for part 1; 3; 4; and 5 are all correct,yam,9/27/17 17:01,17:01:25,Wanted to check coding standards
257,20170927,HW3,30,I don  t understand the concept of part 2 and how to use the while loop instead of using an exponential ,yam,9/27/17 17:07,17:07:59,Help with how to approach exponent problem
338,20170927,HW3,30,I need to get concept that how can I break the line,radish,9/27/17 17:14,17:14:07,whoops; no note
257,20170927,HW3,30,"In part 6 I am having trouble implementing the end =  "" in the print() function and creating a rectangle""",yam,9/27/17 17:18,17:18:13,Approach for counting problem (while loops)
117,20170927,HW3,30,Initializing ,radish,9/27/17 17:34,17:34:18,Printing multiplication
130,20170927,HW3,60,hw3 parts; I am having trouble figuring out the syntax and layout and what variables to use to check in the if statements,yam,9/27/17 17:34,17:34:18,Didn  t figure out to use mod to check for even/odd
412,20170927,HW3,15,I  m not sure how to let the program know when a number is even or odd;,radish,9/27/17 17:39,17:39:20,Even or odd determination
257,20170927,HW3,15,On part 6 I cannot get the entire width to print out,radish,9/27/17 17:45,17:45:27,Needed help with controlling print
535,20170927,HW3,30,Some extra outputs in Part 5,yam,9/27/17 17:46,17:46:46,Order of print statements/elif in part 5
117,20170927,HW3,30,Syntax issue,yam,9/27/17 17:50,17:50:32,nevermind
130,20170927,HW3,30,hw3 part2; for this part I need help in explanation of how the while loop works here and explain how does exponentiation work with,yam,9/27/17 17:51,17:51:10,doesn  t know how to write a while loop
257,20170927,HW3,15,In part 6 I am trying to create the height of the box,radish,9/27/17 17:56,17:56:11,Controlling print statement indents
586,20170927,HW3,90,Two of my programs for HW3 seems to be having problems;,radish,9/27/17 17:57,17:57:52,Needed help understanding homework concepts
117,20170927,HW3,15,Syntax issue,yam,9/27/17 17:59,17:59:43,How to update based on user pledges
264,20170928,HW3,90,program is not calculating exponential value right; trouble with while loop,iceberg lettuce,9/28/17 10:26,10:26:10,Needed help with tracking expenotional
555,20170928,HW3,30,Trouble on how to start while loop,grape,9/28/17 10:28,10:28:25,Needed to hear the idea of double while loops
325,20170928,HW3,90,Having a problem setting up my while loop so that the outcome is in the shape of a triangle;,grape,9/28/17 10:45,10:45:50,Super close to the double while loop thing; just needed a few fixes
393,20170928,Lab4,60,I don  t understand how to format while loops correctly ,daikon,9/28/17 11:14,11:14:03,problem with min/max
303,20170928,Lab4,30,placement of input before the while loop,daikon,9/28/17 11:25,11:25:39,help with min/;max in labs
555,20170928,HW3,15,trouble figuring out while loop and implementing count ,daikon,9/28/17 11:34,11:34:43,creating the box 
376,20170928,HW3,30,I am having trouble with part 7; specifically; in how to indent in order to create the right triangle;,daikon,9/28/17 11:46,11:46:01,wasn  t using two while loops
340,20170928,HW3,15,I need help with incrementing the width of the triangle,daikon,9/28/17 11:57,11:57:14,nevermind
114,20170928,HW3,90,On homework 3 I am getting an infinite loop on the first question on the height of the hailstone; I think I am having trouble nesting if statements in my while loop;,daikon,9/28/17 11:58,11:58:01,help with checking even or odd
311,20170928,HW3,60,How to stop while loop,daikon,9/28/17 12:00,12:00:52,logic help
112,20170928,HW3,60,part 7; how to get a symbol(non int or float) to repeat,coconut,9/28/17 12:32,12:32:36,whoops; no note
362,20170928,HW3,15,output and Boolean flag,coconut,9/28/17 12:45,12:45:31,is not getting idea of   running total  
311,20170928,HW3,60,How to replace a number with printed statement,,,,office hours over
203,20170928,Lab4,15,I have my lab code for checking;,,,,office hours over
376,20170928,HW3,60,I am having trouble with part 7; I do not understand how to make it increment properly;,,,,office hours over
114,20170928,HW3,90,For homework 3; part 1; the first height of the hailstone is not being printed and the last position of the hailstone is not being printed correctly;,,,,office hours over
112,20170928,HW3,15,"hw3 part1; last Stopped hailstone"" is not printing out""",,,,office hours over
361,20170928,HW3,60,cant figure out the right equation,,,,office hours over
503,20170928,Other,30,Sequence ,vanilla,9/28/17 13:59,13:59:16,Needed help understanding while loops
130,20170928,HW3,5,Hw3 part1; my program isn  t going through the whole loop and stops before it arrives at the answer; and i need help fixing it,squash,9/28/17 13:59,13:59:27,He was using a counter variable
361,20170928,HW3,60,cant figure out problem,squash,9/28/17 14:03,14:03:12,Did % 20 instead of % 4 and 5 for some reason
376,20170928,HW3,90,I am having trouble with part 7; specifically; how to indent the characters properly;,squash,9/28/17 14:11,14:11:17,Disk quota exceeded -- told him to e-mail cacao or Prof Neary
362,20170928,HW3,15,fixing my output,vanilla,9/28/17 14:12,14:12:59,Needed help rearranging the placement of his code
114,20170928,HW3,90,for Homework 3; question 2; I cannot figure out how to have the program give the correct answer for exponentiation; Also there was no room in 240 so I am in the hallway right across from the door,vanilla,9/28/17 14:22,14:22:10,Program wasn  t outputting correctly
575,20170928,HW3,60,When should I be using constants in my code? I  m not sure if I am using them correctly,squash,9/28/17 14:24,14:24:23,Explained to her the difference between constants and variables and their uses
130,20170928,HW3,60,Hw3 part1;  after fixing the infinite loop my program isn  t going through the whole loop again and stops before it arrives at the answer; ,squash,9/28/17 14:27,14:27:10,Actually about part 2 -- explained to him how exponents work in a different way
500,20170928,Other,15,The syllabus says the collaboration logs are on the assignment page; but they aren  t;,squash,9/28/17 14:33,14:33:15,Collaboration log is found on the homework
471,20170928,HW3,90,I dont know how to end the loop appropriately;,squash,9/28/17 14:33,14:33:48,Reexplained part 2 to him
130,20170928,HW3,60,hw3 part2; i need help in printing out the final value as i don  t know how to get it,squash,9/28/17 14:38,14:38:33,Multipled product with counter variable
117,20170928,HW3,60,starting a new line ,squash,9/28/17 14:44,14:44:19,Helped her figure out how to approrach the nested while loop 
361,20170928,HW3,60,cant figure out how to print new lines,vanilla,9/28/17 14:44,14:44:22,Box wasn  t printing correctly
114,20170928,HW3,90,For homework 3; problem 6; I cannot get the counting box to continue counting on a second line; I can not make the box have height;  I am right outside of the classroom in the hall;,squash,9/28/17 14:52,14:52:46,Helped her understand the concepts of nested while loops in order to approach the problem
535,20170928,HW3,15,I need help going about printing the box in Part 6,vanilla,9/28/17 14:56,14:56:46,Helped brainstorm ideas for printing out the box
362,20170928,HW3,5,ouputing in for of box,squash,9/28/17 14:57,14:57:58,Explained how width and height plays into the while loops
130,20170928,HW3,60,Hw3 part2; my program now has logical errors and it only goes to 3 times the number; how do i initiate a loop to go over x amount,zucchini,9/28/17 15:06,15:06:30,using while loop and if-else conditions
117,20170928,HW3,30,counting box ,fiddlehead,9/28/17 15:06,15:06:40,helped understand nested while loops
575,20170928,HW3,15,I don  t understand why this certain line of code is printing out;;;,zucchini,9/28/17 15:25,15:25:11,placement of print statements
535,20170928,HW3,15,I still need help with making the box in Part 6,zucchini,9/28/17 15:34,15:34:29,entering the loop and changing lines
362,20170928,HW3,15,box formation,fiddlehead,9/28/17 15:40,15:40:09,Helped with part7 understanding concatination
396,20170928,Lab4,60,I don  t understand what I am suppose to set for max and min on lab 4 part 3,zucchini,9/28/17 15:41,15:41:35,Lab loop and check
361,20170928,HW3,90,cant figure out new line,fiddlehead,9/28/17 15:55,15:55:06,helped understand concatination
503,20170928,HW3,15,structure ,fiddlehead,9/28/17 15:58,15:58:13,student left
