Email Address,Timestamp,What do you need help with today?,What is the exact question you would like answered?,How long have you yourself already spent working on this problem or question?,,TA who helped,Time Helped,Time Waited,Notes
361,9/25/17 15:03,HW/Project,I dont know what to do next im stuck,31 - 60 minutes,,mango,9/25/17 15:04,15:04:36,Forgot to have a print and chang an or to and and
555,9/25/17 15:09,HW/Project,print statement does not print properly,6 - 15 minutes,,mango,9/25/17 15:12,15:12:13,question about printing repetition
586,9/25/17 15:10,HW/Project,One of my program for Homework 3 seems to be having a problem;,6 - 15 minutes,,mango,9/25/17 15:17,15:17:01,Help with exponent algorithm
549,9/25/17 15:14,HW/Project,hw3_part4;py,6 - 15 minutes,,mango,9/25/17 15:33,15:33:19,Help with printing the triangle
319,9/25/17 15:15,HW/Project,HW part 7: Getting the triangle to work,16 - 30 minutes,,mango,9/25/17 15:33,15:33:19,helped with jay
361,9/25/17 15:33,HW/Project,Confused on last line of code,31 - 60 minutes,,mango,9/25/17 15:55,15:55:10,student left
555,9/25/17 15:37,HW/Project,help with while loop statement and logic,6 - 15 minutes,,mango,9/25/17 15:55,15:55:31,student left
586,9/25/17 15:37,HW/Project,I still am having problems with the assignment;,6 - 15 minutes,,mango,9/25/17 15:55,15:55:47,student left
340,9/25/17 15:56,HW/Project,My program is on an infinite loop but doesn  t print anything,6 - 15 minutes,,mango,9/25/17 15:56,15:56:08,needed to change an or to an and
319,9/25/17 16:03,HW/Project,hw 3 part 7,31 - 60 minutes,,daikon,9/25/17 16:04,16:04:44,help with second counter - triangle is going backwards
224,9/25/17 16:33,HW/Project,Problem with part 3   time period    loop,16 - 30 minutes,,daikon,9/25/17 16:33,16:33:57,needed an and instead of an or
340,9/25/17 16:40,HW/Project,Whether I should use float or int,< 5 minutes,,daikon,9/25/17 16:40,16:40:35,i told him to use a float
535,9/25/17 17:04,HW/Project,My program doesn  t run when I  m trying to run Part 1 of the homework,6 - 15 minutes,,radish,9/25/17 17:05,17:05:32,Needed help updating while loop
535,9/25/17 17:35,HW/Project,I need help with implementing an idea into code in Part 2,6 - 15 minutes,,radish,9/25/17 17:39,17:39:56,Needed help with while loop updates
535,9/25/17 17:53,HW/Project,The program is now giving the wrong answers for the expressions in Part 2,6 - 15 minutes,,radish,9/25/17 17:59,17:59:56,While loop updates
361,9/26/17 9:53,HW/Project,trouble with while loop,31 - 60 minutes,,iceberg lettuce,9/26/17 10:00,10:00:18,While loop was always true if the user entered correct input
235,9/26/17 10:04,HW/Project,For problem 6 of Homework 3; my program is printing out the numbers needed; but not in a box of correct dimensions; I reviewed the logic I wrote in my program; and I am unsure how to organize the numbers into a box;,31 - 60 minutes,,iceberg lettuce,9/26/17 10:04,10:04:43,Printing a new line based off of the width
361,9/26/17 10:11,HW/Project,while loop problem,31 - 60 minutes,,iceberg lettuce,9/26/17 10:13,10:13:05,Help with conditional; mixed up < and  >
510,9/26/17 10:30,HW/Project,My program works but there is a sentence being repeated (using while loops),< 5 minutes,,iceberg lettuce,9/26/17 10:32,10:32:02,Help with while loop conditionals
235,9/26/17 10:32,HW/Project,Question about organizing code for problem 6 and boolean logic,31 - 60 minutes,,iceberg lettuce,9/26/17 10:37,10:37:19,Fixed probelm on their own
283,9/26/17 10:32,GL system,I accidentally named my program hw3_partl;py; not hw3_part1;py and now I have an empty file called hw3_part1;py that is not my homework; I am unsure if changing the file name will delete my howework; ,< 5 minutes,,iceberg lettuce,9/26/17 10:41,10:41:32,Renaming file
555,9/26/17 10:42,HW/Project,trouble with while loop statement,16 - 30 minutes,,iceberg lettuce,9/26/17 10:43,10:43:54,Not updating variable inside while loop
361,9/26/17 10:47,HW/Project,Doesn  t understand the homework problem,16 - 30 minutes,,iceberg lettuce,9/26/17 10:47,10:47:47,Help explain the hw assignment
555,9/26/17 10:59,HW/Project,while loop not running properly,6 - 15 minutes,,iceberg lettuce,9/26/17 11:01,11:01:04,Used nested whiles 
264,9/26/17 11:51,Lab,How to find the min and max of numbers in a while loop,31 - 60 minutes,,eggplant,9/26/17 11:51,11:51:55,Wanted to understand how to properly do the min/max on lab 4
362,9/26/17 12:24,HW/Project,touch and mdkir,< 5 minutes,,eggplant,9/26/17 12:24,12:24:34,Wanted to know the difference between touch and mkdir
355,9/26/17 12:29,Lab,Need program approved for extra point on lab,< 5 minutes,,eggplant,9/26/17 12:29,12:29:31,Wanted to show me lab to get extra point back
219,9/26/17 12:45,Lab,Had trouble setting up a while loop to accept multiple inputs; Lab not finished in time,31 - 60 minutes,,eggplant,9/26/17 12:46,12:46:19,Helping him resolve the while loop issue and checked off his lab
362,9/26/17 13:16,HW/Project,Looping,< 5 minutes,,squash,9/26/17 13:16,13:16:47,His variables never actually changed; so he had an infinite loop
242,9/26/17 13:43,HW/Project,My program is printing the incorrect berrytern from a loop;,> 60 minutes,,squash,9/26/17 13:45,13:45:30,I think he just wanted me to watch his thought process;;;
427,9/26/17 13:57,HW/Project,HW 3; Part 7 -  I don  t know what condition to include in the while loop,> 60 minutes,,squash,9/26/17 13:58,13:58:06,I suggested anested while loop but I  m not sure if they were taught that;;;
362,9/26/17 13:59,HW/Project,debug hw3 part1,6 - 15 minutes,,,,,office hours over
549,9/26/17 14:28,HW/Project,hw3_part2;py general construction and concept,16 - 30 minutes,,tomatillo,9/26/17 14:29,14:29:24,Help understanding how to conceptually understand part 2
522,9/26/17 14:28,HW/Project,I am not sure how to create the right triangle using the user input on part 7 of the homework,16 - 30 minutes,,tomatillo,9/26/17 14:34,14:34:41,Help with while loops 
503,9/26/17 14:30,HW/Project,Structure ,> 60 minutes,,tomatillo,9/26/17 14:51,14:51:58,Help understaning the structure of his if else 
112,9/26/17 14:35,HW/Project,can i put while statement under else:,16 - 30 minutes,,tomatillo ,9/26/17 14:52,14:52:20,how to use a count for part 2 since secNum was chaning 
549,9/26/17 14:44,HW/Project,hw3_part2;py creating a variable for the exponet,6 - 15 minutes,,mango,9/26/17 14:57,14:57:58,How to use the answer variable in the exponent algorithm
362,9/26/17 14:56,HW/Project,need help with looping,> 60 minutes,,tomatillo ,9/26/17 15:07,15:07:51,How to print the inital height of the hail 
549,9/26/17 15:10,HW/Project,hw3_part2;py won  t print out my resolute,6 - 15 minutes,,mango,9/26/17 15:10,15:10:53,Help with question 5 ordering the if elif else block
292,9/26/17 15:32,HW/Project,I don  t understand how while loops work or how to format them,6 - 15 minutes,,tomatillo ,9/26/17 15:32,15:32:48,Wanted to understand why use while loops 
503,9/26/17 15:49,HW/Project,Structure again,16 - 30 minutes,,mango,9/26/17 15:49,15:49:51,Question about how to structure the while loop for the minutes of part3
112,9/26/17 15:50,HW/Project,thought process hw3 part3,6 - 15 minutes,,tomatillo ,9/26/17 15:51,15:51:13,Finished awhile ago (wanted to know if she could use input to a var twice
362,9/26/17 15:55,HW/Project,operator use,< 5 minutes,,mango,9/26/17 15:55,15:55:56,Question about part2 exponents
503,9/26/17 16:04,HW/Project,hw3,31 - 60 minutes,,tomatillo ,9/26/17 16:05,16:05:00,Question about updating a value inside the while loop 
174,9/26/17 16:15,Lab,want to show completed lab 4 for points back,6 - 15 minutes,,pepper,9/26/17 16:16,16:16:22,Needed points back for lab (my student)
362,9/26/17 16:21,HW/Project,output fixe,6 - 15 minutes,,tomatillo ,9/26/17 16:21,16:21:18,indenting error; then confused as to why his logic worked 
112,9/26/17 16:24,HW/Project,using strings/integers when you type in AM; ,6 - 15 minutes,,ugli fruit,9/26/17 16:26,16:26:22,Used an or in the while loop conditional instead of an and
265,9/26/17 16:25,Lab,My program won  t run the way it should be running and I do not know what to do next; ,31 - 60 minutes,,pepper,9/26/17 16:26,16:26:45,Stuck on lab part 2
478,9/26/17 16:30,HW/Project,How to structure while loop for exponents,> 60 minutes,,ugli fruit,9/26/17 16:33,16:33:06,Helped think through how to structure loop
265,9/26/17 16:43,Lab,I don  t know what to do next,6 - 15 minutes,,pepper,9/26/17 16:47,16:47:45,Confusion on min/max for lab part 3
117,9/26/17 16:55,HW/Project,updating value,16 - 30 minutes,,ugli fruit,9/26/17 16:56,16:56:20,Helped think through exponent problem
265,9/26/17 17:03,Lab,I don  t know what to do next,6 - 15 minutes,,pepper,9/26/17 17:04,17:04:25,Stuck on min/max again with nested if statement
112,9/26/17 17:06,HW/Project,i dont know how to total up the sum of while loop,16 - 30 minutes,,ugli fruit,9/26/17 17:07,17:07:37,Helped totaling sum of while loop; explained how += works
117,9/27/17 10:24,Lab,min/max,> 60 minutes,,fiddlehead,9/27/17 10:25,10:25:25,helped understand lab4
555,9/27/17 10:28,HW/Project,stuck in an infinite loop,6 - 15 minutes,,watermelon,9/27/17 10:29,10:29:24,student figured out they weren  t stuck
543,9/27/17 10:39,Lab,Want to show the TA I completed the lab,6 - 15 minutes,,fiddlehead,9/27/17 10:42,10:42:23,checked his lab4
117,9/27/17 10:42,HW/Project,How to replace number with string ,31 - 60 minutes,,fiddlehead,9/27/17 10:44,10:44:51,Worked on the logic of if statements
555,9/27/17 10:48,HW/Project,Trouble with print statement,6 - 15 minutes,,watermelon,9/27/17 10:49,10:49:26,helped figure out which variable to print and how
251,9/27/17 11:10,HW/Project,Need checked for ambiguous variable names; accuracy of comments; correctness of final output,> 60 minutes,,quince,9/27/17 11:11,11:11:35,checked all programs for coding standards 
555,9/27/17 11:25,HW/Project,Setting equation for miles ran times amount collected for a charity run,6 - 15 minutes,,quince,9/27/17 11:27,11:27:59,logic for cont sum 
503,9/27/17 13:47,HW/Project,Structure,31 - 60 minutes,,grape,9/27/17 13:48,13:48:27,Needed help with double while loops
112,9/27/17 14:08,HW/Project,hw3 part6; how to not start a new line,16 - 30 minutes,,horseradish,9/27/17 14:09,14:09:13,Her print was actually working; but she needed to do the same thing in another print call;
578,9/27/17 14:14,HW/Project,Homework help,31 - 60 minutes,,vanilla,9/27/17 14:14,14:14:41,Explaining logic behind nested loops
549,9/27/17 14:19,HW/Project,hw3_part6;py not printing results and infinite loop,16 - 30 minutes,,horseradish,9/27/17 14:20,14:20:38,Logic for detecting end of print line was wrong;
367,9/27/17 14:56,Lab,Lab #4 Final While Loop (finding min and max),> 60 minutes,,horseradish,9/27/17 14:58,14:58:50,Logic issues on lab 4
112,9/27/17 14:58,HW/Project,part6,16 - 30 minutes,,vanilla,9/27/17 15:00,15:00:01,Discussing ideas on how to approach part 6
510,9/27/17 14:59,HW/Project,My program is having calculation problems,< 5 minutes,,horseradish,9/27/17 15:08,15:08:37,Faulty if-elif-else logic
578,9/27/17 15:07,Lab,Lab 4,31 - 60 minutes,,horseradish,9/27/17 15:24,15:24:45,Needed to initialize max and min outside of the loop;
527,9/27/17 15:15,HW/Project,I can  t get the spacing on my program correct,16 - 30 minutes,,horseradish,9/27/17 15:32,15:32:54,I came up with a fix but I  m not sure it was the right one;
338,9/27/17 15:32,HW/Project,"I don  t know how to use end=""",31 - 60 minutes,,horseradish,9/27/17 15:41,15:41:35,Looked right;  Passed to Emily
367,9/27/17 15:37,Lab,Lab #4; getting the loop to run again after the first number entered;,> 60 minutes,,horseradish,9/27/17 15:52,15:52:17,student left
325,9/27/17 15:42,HW/Project,Need help setting up my while loop for hw3_part6; Having a hard time getting the program to continue once the first row of numbers is printed;,> 60 minutes,,horseradish,9/27/17 15:54,15:54:02,Loop logic issues;
224,9/27/17 16:00,Lab,Submitting Completed Lab4,< 5 minutes,,yam,9/27/17 16:00,16:00:28,Showed his finished lab
340,9/27/17 16:27,HW/Project,I dont understand how to go about making a counting box;,6 - 15 minutes,,olive,9/27/17 16:27,16:27:32,"help with starting counting box and end= """""
117,9/27/17 16:38,HW/Project,Ordering ,31 - 60 minutes,,yam,9/27/17 16:38,16:38:40,mathematical logic for exponents
340,9/27/17 16:50,HW/Project,Simplifying my program,6 - 15 minutes,,olive,9/27/17 16:51,16:51:01,help with simplifying cases
535,9/27/17 16:57,HW/Project,My code is printing out the wrong total in Part 4 of the homework,16 - 30 minutes,,radish,9/27/17 16:57,16:57:35,While loop logic
257,9/27/17 16:58,HW/Project,I want to check that my coding standards for part 1; 3; 4; and 5 are all correct,> 60 minutes,,yam,9/27/17 17:01,17:01:25,Wanted to check coding standards
257,9/27/17 17:06,HW/Project,I don  t understand the concept of part 2 and how to use the while loop instead of using an exponential ,16 - 30 minutes,,yam,9/27/17 17:07,17:07:59,Help with how to approach exponent problem
338,9/27/17 17:13,HW/Project,I need to get concept that how can I break the line,16 - 30 minutes,,radish,9/27/17 17:14,17:14:07,whoops; no note
257,9/27/17 17:16,HW/Project,"In part 6 I am having trouble implementing the end =  "" in the print() function and creating a rectangle""",16 - 30 minutes,,yam,9/27/17 17:18,17:18:13,Approach for counting problem (while loops)
117,9/27/17 17:20,HW/Project,Initializing ,16 - 30 minutes,,radish,9/27/17 17:34,17:34:18,Printing multiplication
130,9/27/17 17:25,HW/Project,hw3 parts; I am having trouble figuring out the syntax and layout and what variables to use to check in the if statements,31 - 60 minutes,,yam,9/27/17 17:34,17:34:18,Didn  t figure out to use mod to check for even/odd
412,9/27/17 17:30,HW/Project,I  m not sure how to let the program know when a number is even or odd;,6 - 15 minutes,,radish,9/27/17 17:39,17:39:20,Even or odd determination
257,9/27/17 17:37,HW/Project,On part 6 I cannot get the entire width to print out,6 - 15 minutes,,radish,9/27/17 17:45,17:45:27,Needed help with controlling print
535,9/27/17 17:38,HW/Project,Some extra outputs in Part 5,16 - 30 minutes,,yam,9/27/17 17:46,17:46:46,Order of print statements/elif in part 5
117,9/27/17 17:46,HW/Project,Syntax issue,16 - 30 minutes,,yam,9/27/17 17:50,17:50:32,nevermind
130,9/27/17 17:48,HW/Project,hw3 part2; for this part I need help in explanation of how the while loop works here and explain how does exponentiation work with,16 - 30 minutes,,yam,9/27/17 17:51,17:51:10,doesn  t know how to write a while loop
257,9/27/17 17:52,HW/Project,In part 6 I am trying to create the height of the box,6 - 15 minutes,,radish,9/27/17 17:56,17:56:11,Controlling print statement indents
